,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
10382,Vila Senjak B&B,8.0,"Savski Venac, Belgrade",Very Good ,273 reviews,Price 176 zł,2.7 km from center,Single Room with Balcony,4,,
10383,"Holiday Inn Belgrade, an IHG Hotel",8.5,"Novi Beograd, Belgrade",Very Good ,612 reviews,Price 364 zł,3.7 km from center,Standard Double or Twin Room,4,,
10384,Atomic 1,9.0,"Stari Grad, Belgrade",Wonderful ,17 reviews,Original price 268 zł. Current price 202 zł.,100 m from center,One-Bedroom Apartment,4,,Location 9.9
10385,Hotel Nobel,8.9,"Savski Venac, Belgrade",Excellent ,"1,781 reviews",Original price 462 zł. Current price 339 zł.,1.8 km from center,Economy Double or Twin Room,4,Breakfast included,
10386,Falkensteiner Hotel Belgrade,9.3,"Novi Beograd, Belgrade",Wonderful ,"1,132 reviews",Price 607 zł,3.6 km from center,Superior Double or Twin Room,4,,
10387,Adresa Suites,9.0,"Novi Beograd, Belgrade",Wonderful ,430 reviews,Original price 341 zł. Current price 320 zł.,3.3 km from center,Twin Room,4,,
10388,Garni Hotel Hollywoodland Wellness & Aquapark,7.7,"Novi Beograd, Belgrade",Good ,"1,448 reviews",Original price 264 zł. Current price 248 zł.,9.4 km from center,Superior Double Room,4,Breakfast included,
10389,Apartman 25,9.5,"Vozdovac, Belgrade",Exceptional ,358 reviews,Original price 193 zł. Current price 181 zł.,4 km from center,Double Room with Balcony,0,,
10390,Gas Motel,8.5,Belgrade,Very Good ,80 reviews,Original price 126 zł. Current price 115 zł.,23.5 km from center,Double or Twin Room,0,,
10391,Madison - Square Sava,7.3,"Savski Venac, Belgrade",Good ,99 reviews,Original price 287 zł. Current price 259 zł.,1 km from center,Family Room - Basement,3,,
10392,Good People Design Hostel,8.9,"Stari Grad, Belgrade",Excellent ,978 reviews,Original price 138 zł. Current price 118 zł.,0.8 km from center,Bunk Bed in Mixed Dormitory Room,0,,
10393,Hotel Nobel,8.9,"Savski Venac, Belgrade",Excellent ,"1,781 reviews",Original price 462 zł. Current price 362 zł.,1.8 km from center,Economy Double or Twin Room,4,Breakfast included,
10394,Hilton Belgrade,9.1,"Vračar, Belgrade",Wonderful ,"1,906 reviews",Price 748 zł,1.4 km from center,Double Guest Room with Two Double Beds,5,,Location 9.3
10395,Villa Forever,7.9,"Stari Grad, Belgrade",Good ,390 reviews,Price 267 zł,500 m from center,Single Room,3,,Location 9.4
10396,City Passage Apartments,9.3,"Belgrade City Centre, Belgrade",Wonderful ,99 reviews,Price 274 zł,100 m from center,Studio - Split Level,3,,Location 9.8
10397,Balkan Hotel Garni,8.4,"Čukarica, Belgrade",Very Good ,880 reviews,Original price 325 zł. Current price 198 zł.,5.6 km from center,Economy Single Room,3,Breakfast included,
10398,IN Hotel Beograd,8.7,"Novi Beograd, Belgrade",Excellent ,"1,639 reviews",Price 388 zł,3 km from center,Double Room,4,,
10399,Smokvica Dorćol B&B,9.0,"Stari Grad, Belgrade",Wonderful ,244 reviews,Price 401 zł,0.5 km from center,Queen Room,3,,Location 9.8
10400,Apartman 25,9.5,"Vozdovac, Belgrade",Exceptional ,358 reviews,Price 193 zł,4 km from center,Double Room with Balcony,0,,
10401,Atera Business Suites,9.0,"Stari Grad, Belgrade",Wonderful ,347 reviews,Price 327 zł,150 m from center,Single Room,4,Breakfast included,Location 9.7
10402,Hotel Livnica,8.6,Belgrade,Excellent ,514 reviews,Price 239 zł,1 km from center,Economy Single Room,0,,
10403,Private Rooms Belgrade,,"Savski Venac, Belgrade",,,Price 76 zł,1.6 km from center,Bunk Bed in Mixed Dormitory Room,0,,
10404,Hotel Orasac,8.8,"Rakovica, Belgrade",Excellent ,263 reviews,Original price 550 zł. Current price 278 zł.,7.9 km from center,Double or Twin Room,3,Breakfast included,
10405,Belgrade Boutique House,8.8,"Savski Venac, Belgrade",Excellent ,480 reviews,Price 264 zł,5.4 km from center,Premium Double Room,4,Breakfast included,
10406,Hotel Orasac Garni,9.0,"Čukarica, Belgrade",Wonderful ,451 reviews,Original price 986 zł. Current price 398 zł.,5.8 km from center,Standard Double Room,4,Breakfast included,
10407,Euro Garni Hotel,8.6,"Zemun, Belgrade",Excellent ,339 reviews,Price 365 zł,8.2 km from center,Standard Double Room,4,Breakfast included,
10408,Skadarlija Suites,8.5,"Stari Grad, Belgrade",Very Good ,614 reviews,Price 271 zł,500 m from center,Double or Twin Room with Private Bathroom,3,,Location 9.5
10409,L9 Top Central Rooms and Apartments 2,9.0,"Stari Grad, Belgrade",Wonderful ,357 reviews,Original price 381 zł. Current price 306 zł.,150 m from center,Double Room with Private Bathroom,4,,Location 9.8
10410,Hotel Centar No.1,9.2,"Stari Grad, Belgrade",Wonderful ,729 reviews,Price 389 zł,100 m from center,Single Room,4,,Location 9.9
10411,Hotel Bohemian Garni - Skadarlija,8.4,"Stari Grad, Belgrade",Very Good ,"2,026 reviews",Price 335 zł,500 m from center,Deluxe Room,3,,Location 9.5
10412,Square Nine Hotel Belgrade-The Leading Hotels of The World,9.2,"Stari Grad, Belgrade",Wonderful ,256 reviews,"Price 1,550 zł",450 m from center,Superior King Room,5,,Location 9.8
10413,"Crowne Plaza Belgrade, an IHG Hotel",8.8,"Novi Beograd, Belgrade",Excellent ,551 reviews,Price 464 zł,2.2 km from center,Standard King Room,4,,
10414,Dominic Smart & Luxury Suites - Terazije,9.3,"Stari Grad, Belgrade",Wonderful ,491 reviews,Price 324 zł,300 m from center,Deluxe Double Room,4,,Location 9.8
10415,Garni Hotel Helvetia,7.1,"Vračar, Belgrade",Good ,228 reviews,Price 242 zł,1 km from center,Double Single Use Standard,4,,
10416,Hotel Nota,9.2,"Vračar, Belgrade",Wonderful ,852 reviews,Price 534 zł,3.3 km from center,Twin Room,4,Breakfast included,
10417,"Radisson Collection Hotel, Old Mill Belgrade",8.8,"Savski Venac, Belgrade",Excellent ,"1,955 reviews",Price 594 zł,2.3 km from center,Collection Room,4,,
10418,Villa Tower Gardos,8.4,"Zemun, Belgrade",Very Good ,546 reviews,Price 165 zł,5.3 km from center,Double Room,3,,
10419,Stella Di Notte,5.5,"Stari Grad, Belgrade",Review score ,45 reviews,Price 114 zł,400 m from center,Bed in 8-Bed Mixed Dormitory Room,0,,
10420,Smokvica Dorćol B&B,9.0,"Stari Grad, Belgrade",Wonderful ,244 reviews,Price 401 zł,0.5 km from center,Queen Room,3,,Location 9.8
10421,K43 Rooms,9.1,"Stari Grad, Belgrade",Wonderful ,130 reviews,Price 240 zł,0.8 km from center,Double Room with Shared Bathroom,0,,Location 9.6
10422,Hotel Opera Garni,8.8,"Stari Grad, Belgrade",Excellent ,"1,122 reviews",Original price 690 zł. Current price 554 zł.,150 m from center,Double or Twin Room,4,Breakfast included,Location 9.7
10423,Green House Hostel,8.4,"Novi Beograd, Belgrade",Very Good ,510 reviews,Price 185 zł,2.3 km from center,Single Room,0,Breakfast included,
10424,Mercure Belgrade Excelsior,8.5,"Vračar, Belgrade",Very Good ,403 reviews,Price 368 zł,0.8 km from center,Standard Double Room,4,,Location 9.4
10425,Manjež Centar,8.0,"Savski Venac, Belgrade",Very Good ,311 reviews,Price 452 zł,1.4 km from center,Deluxe Triple Room,3,,
10426,Villa Boho Cherga,8.9,"Rakovica, Belgrade",Excellent ,309 reviews,Price 133 zł,11.4 km from center,Standard Single Room,4,,
10427,Adresa Suites,9.0,"Novi Beograd, Belgrade",Wonderful ,430 reviews,Price 328 zł,3.3 km from center,Single Superior,4,,
10428,Hotel City Code Vizura garni RENEW,7.0,"Zemun, Belgrade",Good ,547 reviews,Original price 260 zł. Current price 222 zł.,6.5 km from center,Double or Twin Room,4,Breakfast included,
10429,MARK Hotel,8.6,"Vračar, Belgrade",Excellent ,"1,247 reviews",Original price 433 zł. Current price 328 zł.,1.1 km from center,Comfort Double Room,4,Breakfast included,Location 9.4
10430,Dominic Smart & Luxury Suites - Republic Square,9.2,"Stari Grad, Belgrade",Wonderful ,325 reviews,Price 324 zł,150 m from center,Deluxe Double Room,4,,Location 9.9
10431,Hotel Nobel,8.9,"Savski Venac, Belgrade",Excellent ,"1,781 reviews",Price 462 zł,1.8 km from center,Economy Double or Twin Room,4,Breakfast included,
10432,Hotel Botanica,9.4,"Palilula, Belgrade",Wonderful ,398 reviews,Price 357 zł,1.1 km from center,Superior Single Room,4,Breakfast included,
10433,Belgrade Boutique House,8.8,"Savski Venac, Belgrade",Excellent ,480 reviews,Price 264 zł,5.4 km from center,Premium Double Room,4,Breakfast included,
10434,Villa Skadarlija,9.0,"Stari Grad, Belgrade",Wonderful ,215 reviews,Price 283 zł,350 m from center,Standard Double Room,4,,Location 9.7
10435,BLEECKER Hotels,7.1,"Novi Beograd, Belgrade",Good ,205 reviews,Price 476 zł,5.8 km from center,Standard Double or Twin Room,4,,
10436,Yolo Savamala,5.3,"Stari Grad, Belgrade",Review score ,109 reviews,Price 70 zł,0.8 km from center,Economy Quadruple Room with Shared Bathroom,0,,
10437,Guest house Mirijevski Konak,8.0,"Zvezdara, Belgrade",Very Good ,351 reviews,Price 85 zł,6.1 km from center,Twin Room with Balcony,1,,
10438,Pop Art Hostel,8.9,"Savski Venac, Belgrade",Excellent ,310 reviews,Price 95 zł,0.7 km from center,Bed in 8-Bed Mixed Dormitory Room,0,,Location 9.4
10439,Hostel Ruler,9.3,"Zemun, Belgrade",Wonderful ,76 reviews,Price 110 zł,5.2 km from center,Double Room,0,,Location 9.3
10440,Boutique Garni Hotel Townhouse 27,9.3,"Stari Grad, Belgrade",Wonderful ,491 reviews,Price 622 zł,0.5 km from center,Single Room,4,Breakfast included,Location 9.7
10441,Boutique Garni Hotel Townhouse 27,9.3,"Stari Grad, Belgrade",Wonderful ,491 reviews,Price 622 zł,0.5 km from center,Single Room,4,Breakfast included,Location 9.7
10442,Sky Hotel,8.9,"Savski Venac, Belgrade",Excellent ,"1,661 reviews",Original price 907 zł. Current price 727 zł.,0.6 km from center,Standard Double Room with Free Parking,4,Breakfast included,
10443,Dominic Smart & Luxury Suites - Edition,9.5,"Stari Grad, Belgrade",Exceptional ,422 reviews,Price 324 zł,350 m from center,Deluxe Double Room,4,,Location 9.6
10444,Hostel Bed&Coffee 360°,8.4,"Stari Grad, Belgrade",Very Good ,393 reviews,Original price 199 zł. Current price 170 zł.,150 m from center,Single Room with Shared Bathroom,0,,Location 9.7
10445,Premium Crown Suites,8.9,"Vračar, Belgrade",Excellent ,303 reviews,Price 385 zł,1.4 km from center,Budget Double Room,4,,Location 9.4
10446,Atera Business Suites,9.0,"Stari Grad, Belgrade",Wonderful ,347 reviews,Price 327 zł,150 m from center,Single Room,4,Breakfast included,Location 9.7
10447,Skadarlija Suites,8.5,"Stari Grad, Belgrade",Very Good ,614 reviews,Price 271 zł,500 m from center,Double or Twin Room with Private Bathroom,3,,Location 9.5
10448,Room 25 Belgrade,9.6,"Stari Grad, Belgrade",Exceptional ,198 reviews,Original price 508 zł. Current price 383 zł.,400 m from center,Deluxe Double Room,4,,Location 9.8
10449,Euro Garni Hotel,8.6,"Zemun, Belgrade",Excellent ,339 reviews,Price 365 zł,8.2 km from center,Standard Double Room,4,Breakfast included,
10450,Hotel Royal Inn,8.8,"Stari Grad, Belgrade",Excellent ,378 reviews,Original price 558 zł. Current price 476 zł.,0.6 km from center,Standard Single Room,4,Breakfast included,Location 9.6
10451,HostelChe Hostel,8.5,"Stari Grad, Belgrade",Very Good ,330 reviews,Price 89 zł,0.6 km from center,Bed in 6-Bed Mixed Dormitory Room,0,,Location 9.6
10452,Hotel Sterling Garni,7.1,"Vozdovac, Belgrade",Good ,111 reviews,Price 277 zł,6.3 km from center,Standard Double Room,4,,
10453,Bali Colosseum Hotel,7.8,"Zemun, Belgrade",Good ,626 reviews,Price 292 zł,9.6 km from center,Standard Double Room,4,Breakfast included,
10454,Dominic Smart & Luxury Suites - Parliament,9.5,"Stari Grad, Belgrade",Exceptional ,366 reviews,Price 339 zł,0.7 km from center,Deluxe Double Room,4,,Location 9.7
10455,"Hotel Indigo Belgrade, an IHG Hotel",9.1,"Stari Grad, Belgrade",Wonderful ,159 reviews,Price 585 zł,150 m from center,Standard Room,4,,Location 9.8
10456,Arena Penthouse Apartments,8.8,"Novi Beograd, Belgrade",Excellent ,149 reviews,Price 274 zł,3.1 km from center,Comfort Penthouse Apartment,4,,
10457,Vila Senjak B&B,8.0,"Savski Venac, Belgrade",Very Good ,273 reviews,Price 176 zł,2.7 km from center,Single Room with Balcony,4,,
10458,Jelena Apartment,9.1,"Vračar, Belgrade",Wonderful ,99 reviews,Price 160 zł,2.6 km from center,Studio Apartment,3,,Location 9.5
10459,Apartment My Home,9.8,"Stari Grad, Belgrade",Exceptional ,81 reviews,Price 207 zł,300 m from center,One-Bedroom Apartment,4,,Location 9.9
10460,Princess,9.7,"Belgrade City Centre, Belgrade",Exceptional ,45 reviews,Price 212 zł,0.7 km from center,One-Bedroom Apartment,4,,Location 9.9
10461,City Center Lovely Studio Apartment,9.8,"Vračar, Belgrade",Exceptional ,131 reviews,Price 216 zł,1.8 km from center,One-Bedroom Apartment,3,,Location 9.9
10462,Galaxy Apartments,8.9,Belgrade,Excellent ,299 reviews,Price 387 zł,11 km from center,Deluxe Double Room,3,,
10463,Boutique Hotel Museum,9.3,"Stari Grad, Belgrade",Wonderful ,956 reviews,Original price 631 zł. Current price 600 zł.,100 m from center,Superior Double or Twin Room,4,Breakfast included,Location 9.9
10464,Garni Hotel Lav,7.6,"Zemun, Belgrade",Good ,124 reviews,Price 203 zł,7.7 km from center,Economy Single Room,3,,
10465,Apartment Gajic,8.8,"Čukarica, Belgrade",Excellent ,288 reviews,Price 152 zł,7.3 km from center,Standard Studio,3,,
10466,Maison Royale,8.5,"Stari Grad, Belgrade",Very Good ,"1,408 reviews",Price 565 zł,0.6 km from center,Double Superior,4,,Location 9.8
10467,Yolo Savamala,5.3,"Stari Grad, Belgrade",Review score ,109 reviews,Price 70 zł,0.8 km from center,Economy Quadruple Room with Shared Bathroom,0,,
10468,Happy Star Club,7.6,"Vozdovac, Belgrade",Good ,477 reviews,Price 199 zł,6.4 km from center,Single Standard,3,Breakfast included,
10469,HostelChe Hostel,8.5,"Stari Grad, Belgrade",Very Good ,330 reviews,Price 89 zł,0.6 km from center,Bed in 6-Bed Mixed Dormitory Room,0,,Location 9.6
10470,Hostel Ruler,9.3,"Zemun, Belgrade",Wonderful ,76 reviews,Price 110 zł,5.2 km from center,Double Room,0,,Location 9.3
10471,Dominic Smart & Luxury Suites - Parliament,9.5,"Stari Grad, Belgrade",Exceptional ,366 reviews,Price 339 zł,0.7 km from center,Deluxe Double Room,4,,Location 9.7
10472,Five Points Square - City Center,8.5,"Stari Grad, Belgrade",Very Good ,"1,713 reviews",Price 335 zł,40 m from center,Double or Twin Room,4,,Location 9.8
10473,Crown Apartment - Your Royal Stay,9.6,"Vračar, Belgrade",Exceptional ,51 reviews,Price 302 zł,1.5 km from center,Deluxe Apartment,4,,Location 9.9
10474,Hotel dreams rooms,7.2,"Vozdovac, Belgrade",Good ,178 reviews,Price 193 zł,4.3 km from center,Economy Twin Room,3,,
10475,Boutique Rooms,7.7,"Stari Grad, Belgrade",Good ,345 reviews,Original price 322 zł. Current price 290 zł.,40 m from center,Economy Double Room,3,,Location 9.5
10476,Apartment in the city center,9.1,"Stari Grad, Belgrade",Wonderful ,63 reviews,Price 141 zł,500 m from center,Apartment,3,,Location 9.8
10477,"Holiday Inn Express Belgrade - City, an IHG Hotel",8.4,"Palilula, Belgrade",Very Good ,606 reviews,Price 386 zł,1.9 km from center,Standard Double or Twin Room,4,Breakfast included,
10478,Hotel Moskva,8.9,"Stari Grad, Belgrade",Excellent ,"2,091 reviews",Price 471 zł,400 m from center,Economy Single Room with Free Spa Access,4,,Location 9.8
10479,Garni Hotel Mint,9.4,"Savski Venac, Belgrade",Wonderful ,"1,414 reviews",Price 439 zł,2.5 km from center,Twin Room,4,Breakfast included,
10480,Level Luxury Suites,8.9,"Stari Grad, Belgrade",Excellent ,"1,120 reviews",Price 401 zł,300 m from center,Double or Twin Room,4,,Location 9.5
10481,Apartment Gajic,8.8,"Čukarica, Belgrade",Excellent ,288 reviews,Price 152 zł,7.3 km from center,Standard Studio,3,,
10482,Hotel Royal Inn,8.8,"Stari Grad, Belgrade",Excellent ,378 reviews,Original price 558 zł. Current price 476 zł.,0.6 km from center,Standard Single Room,4,Breakfast included,Location 9.6
10483,Garni Hotel Chicha - Winery ŠKRBIĆ,8.5,"Palilula, Belgrade",Very Good ,515 reviews,Price 170 zł,7.3 km from center,Single Room with Bathroom,3,Breakfast included,
10484,Dominic Smart & Luxury Suites - Edition,9.5,"Stari Grad, Belgrade",Exceptional ,422 reviews,Price 324 zł,350 m from center,Deluxe Double Room,4,,Location 9.6
10485,Luxury Boutique City Center Apartments,9.0,"Palilula, Belgrade",Wonderful ,335 reviews,Price 271 zł,1.7 km from center,Standard Apartment,4,,
10486,Downtown Belgrade Apartments,9.5,"Stari Grad, Belgrade",Exceptional ,209 reviews,Price 371 zł,0.6 km from center,Luxury Studio,4,,Location 9.8
10487,BLEECKER Hotels,7.1,"Novi Beograd, Belgrade",Good ,205 reviews,Price 476 zł,5.8 km from center,Standard Double or Twin Room,4,,
10488,Guest house Mirijevski Konak,8.0,"Zvezdara, Belgrade",Very Good ,351 reviews,Price 85 zł,6.1 km from center,Twin Room with Balcony,1,,
10489,Stan u Krnjači,9.8,"Palilula, Belgrade",Exceptional ,9 reviews,Price 132 zł,3.8 km from center,One-Bedroom Apartment,0,,
10490,ZigZag Belgrade,9.1,"Stari Grad, Belgrade",Wonderful ,367 reviews,Price 297 zł,500 m from center,Deluxe Studio,4,,Location 9.8
10491,Hotel Constantine the Great,8.5,"Palilula, Belgrade",Very Good ,666 reviews,Price 542 zł,1.1 km from center,Classic Single Room,4,,
10492,Five Points Square - City Center,8.5,"Stari Grad, Belgrade",Very Good ,"1,713 reviews",Price 335 zł,40 m from center,Double or Twin Room,4,,Location 9.8
10493,Amsterdam Hotel,8.7,"Savski Venac, Belgrade",Excellent ,"2,641 reviews",Price 425 zł,450 m from center,Standard Room,4,Breakfast included,
10494,MAGENTA Apartments,9.1,"Vozdovac, Belgrade",Wonderful ,114 reviews,Price 198 zł,3.8 km from center,Economy Triple Room,3,,
10495,Nirvana SPA Center,9.1,"Zvezdara, Belgrade",Wonderful ,452 reviews,Price 218 zł,5.7 km from center,Superior Apartment with Sauna,3,,
10496,Hotel Theater Belgrade,7.4,"Zemun, Belgrade",Good ,329 reviews,Price 379 zł,4.4 km from center,Triple Room,4,,
10497,Marquise Hotel Garni,8.5,"Vračar, Belgrade",Very Good ,"1,184 reviews",Price 405 zł,1.1 km from center,Economy Double or Twin Room,4,Breakfast included,Location 9.3
